id,Actor1,Actor2,Actor3,Director_Name,original_title,genres_list,Comb
195,Miriam  Hopkins,Kay Francis,Herbert Marshall,Ernst Lubitsch,Trouble in Paradise,Comedy Romance,Miriam  Hopkins Kay Francis Herbert Marshall Ernst Lubitsch Comedy Romance
196,Michael J. Fox,Christopher Lloyd,Mary Steenburgen,Robert Zemeckis,Back to the Future Part III,Adventure Comedy Family Sci-Fi,Michael J. Fox Christopher Lloyd Mary Steenburgen Robert Zemeckis Adventure Comedy Family Sci-Fi
197,Mel Gibson,Catherine McCormack,Sophie Marceau,Mel Gibson,Braveheart,Action Drama History War,Mel Gibson Catherine McCormack Sophie Marceau Mel Gibson Action Drama History War
199,Patrick Stewart,Jonathan Frakes,Brent Spiner,Jonathan Frakes,Star Trek: First Contact,Sci-Fi Action Adventure Thriller,Patrick Stewart Jonathan Frakes Brent Spiner Jonathan Frakes Sci-Fi Action Adventure Thriller
200,Patrick Stewart,Jonathan Frakes,Brent Spiner,Jonathan Frakes,Star Trek: Insurrection,Sci-Fi Action Adventure Thriller,Patrick Stewart Jonathan Frakes Brent Spiner Jonathan Frakes Sci-Fi Action Adventure Thriller
201,Patrick Stewart,Jonathan Frakes,Brent Spiner,Stuart Baird,Star Trek: Nemesis,Sci-Fi Action Adventure Thriller,Patrick Stewart Jonathan Frakes Brent Spiner Stuart Baird Sci-Fi Action Adventure Thriller
203,Harvey Keitel,Robert De Niro,David Proval,Martin Scorsese,Mean Streets,Drama Crime,Harvey Keitel Robert De Niro David Proval Martin Scorsese Drama Crime
204,Yves Montand,Charles Vanel,Peter van Eyck,Henri-Georges Clouzot,Le salaire de la peur,Drama Thriller Adventure,Yves Montand Charles Vanel Peter van Eyck Henri-Georges Clouzot Drama Thriller Adventure
205,Don Cheadle,Sophie Okonedo,Nick Nolte,Terry George,Hotel Rwanda,Drama History War,Don Cheadle Sophie Okonedo Nick Nolte Terry George Drama History War
206,Kiefer Sutherland,Alun Armstrong,Nastassja Kinski,Mario Andreacchio,Paradise Found,Drama,Kiefer Sutherland Alun Armstrong Nastassja Kinski Mario Andreacchio Drama
207,Robin Williams,Ethan Hawke,Robert Sean Leonard,Peter Weir,Dead Poets Society,Drama,Robin Williams Ethan Hawke Robert Sean Leonard Peter Weir Drama
211,Jörg Schüttauf,Julia Jäger,Tom Jahn,Hannes Stöhr,Berlin is in Germany,Comedy Drama,Jörg Schüttauf Julia Jäger Tom Jahn Hannes Stöhr Comedy Drama
212,Cary Grant,Priscilla Lane,Raymond Massey,Frank Capra,Arsenic and Old Lace,Comedy Crime,Cary Grant Priscilla Lane Raymond Massey Frank Capra Comedy Crime
213,Cary Grant,Eva Marie Saint,James Mason,Alfred Hitchcock,North by Northwest,Mystery Thriller,Cary Grant Eva Marie Saint James Mason Alfred Hitchcock Mystery Thriller
214,Tobin Bell,Shawnee Smith,Angus Macfadyen,Darren Lynn Bousman,Saw III,Horror Thriller Crime,Tobin Bell Shawnee Smith Angus Macfadyen Darren Lynn Bousman Horror Thriller Crime
215,Tobin Bell,Shawnee Smith,Donnie Wahlberg,Darren Lynn Bousman,Saw II,Horror,Tobin Bell Shawnee Smith Donnie Wahlberg Darren Lynn Bousman Horror
216,Brigitte Mira,El Hedi ben Salem,Barbara Valentin,Rainer Werner Fassbinder,Angst essen Seele auf,Romance Drama,Brigitte Mira El Hedi ben Salem Barbara Valentin Rainer Werner Fassbinder Romance Drama
217,Harrison Ford,Cate Blanchett,Shia LaBeouf,Steven Spielberg,Indiana Jones and the Kingdom of the Crystal Skull,Adventure Action,Harrison Ford Cate Blanchett Shia LaBeouf Steven Spielberg Adventure Action
218,Arnold Schwarzenegger,Michael Biehn,Linda Hamilton,James Cameron,The Terminator,Action Thriller Sci-Fi,Arnold Schwarzenegger Michael Biehn Linda Hamilton James Cameron Action Thriller Sci-Fi
219,Penélope Cruz,Carmen Maura,Lola Dueñas,Pedro Almodóvar,Volver,Comedy Drama Romance,Penélope Cruz Carmen Maura Lola Dueñas Pedro Almodóvar Comedy Drama Romance
220,James Dean,Julie Harris,Raymond Massey,Elia Kazan,East of Eden,Drama,James Dean Julie Harris Raymond Massey Elia Kazan Drama
221,James Dean,Natalie Wood,Sal Mineo,Nicholas Ray,Rebel Without a Cause,Drama,James Dean Natalie Wood Sal Mineo Nicholas Ray Drama
223,Laurence Olivier,Joan Fontaine,George Sanders,Alfred Hitchcock,Rebecca,Drama Mystery,Laurence Olivier Joan Fontaine George Sanders Alfred Hitchcock Drama Mystery
224,Krystyna Janda,Jerzy Radziwiłowicz,Jerzy Radziwiłowicz,Andrzej Wajda,Człowiek z marmuru,Drama History,Krystyna Janda Jerzy Radziwiłowicz Jerzy Radziwiłowicz Andrzej Wajda Drama History
225,Jerzy Radziwiłowicz,Krystyna Janda,Marian Opania,Andrzej Wajda,Czlowiek z zelaza,Drama History,Jerzy Radziwiłowicz Krystyna Janda Marian Opania Andrzej Wajda Drama History
226,Hilary Swank,Chloë Sevigny,Peter Sarsgaard,Kimberly Peirce,Boys Don't Cry,Crime Drama,Hilary Swank Chloë Sevigny Peter Sarsgaard Kimberly Peirce Crime Drama
227,Matt Dillon,Ralph Macchio,C. Thomas Howell,Francis Ford Coppola,The Outsiders,Crime Drama,Matt Dillon Ralph Macchio C. Thomas Howell Francis Ford Coppola Crime Drama
228,Emil Jannings,Marlene Dietrich,Kurt Gerron,Josef von Sternberg,Der blaue Engel,Drama,Emil Jannings Marlene Dietrich Kurt Gerron Josef von Sternberg Drama
229,Boris Karloff,Colin Clive,Ernest Thesiger,James Whale,Bride of Frankenstein,Horror Sci-Fi,Boris Karloff Colin Clive Ernest Thesiger James Whale Horror Sci-Fi
231,George Clooney,Matt Damon,Jeffrey Wright,Stephen Gaghan,Syriana,Drama Thriller,George Clooney Matt Damon Jeffrey Wright Stephen Gaghan Drama Thriller
232,Matt Dillon,Mickey Rourke,Diane Lane,Francis Ford Coppola,Rumble Fish,Action Adventure Crime Drama Romance,Matt Dillon Mickey Rourke Diane Lane Francis Ford Coppola Action Adventure Crime Drama Romance
233,Ken Wahl,John Friedrich,Karen Allen,Philip Kaufman,The Wanderers,Drama,Ken Wahl John Friedrich Karen Allen Philip Kaufman Drama
234,Werner Krauss,Conrad Veidt,Friedrich Fehér,Robert Wiene,Das Cabinet des Dr. Caligari,Drama Horror Thriller Crime,Werner Krauss Conrad Veidt Friedrich Fehér Robert Wiene Drama Horror Thriller Crime
235,Wil Wheaton,River Phoenix,Corey Feldman,Rob Reiner,Stand by Me,Crime Drama,Wil Wheaton River Phoenix Corey Feldman Rob Reiner Crime Drama
236,Toni Collette,Bill Hunter,Rachel Griffiths,P.J. Hogan,Muriel's Wedding,Drama Comedy Romance,Toni Collette Bill Hunter Rachel Griffiths P.J. Hogan Drama Comedy Romance
237,Ewan McGregor,Tilda Swinton,Peter Mullan,David Mackenzie,Young Adam,Drama Thriller Crime Romance,Ewan McGregor Tilda Swinton Peter Mullan David Mackenzie Drama Thriller Crime Romance
238,Marlon Brando,Al Pacino,James Caan,Francis Ford Coppola,The Godfather,Drama Crime,Marlon Brando Al Pacino James Caan Francis Ford Coppola Drama Crime
239,Marilyn Monroe,Tony Curtis,Jack Lemmon,Billy Wilder,Some Like It Hot,Comedy Romance,Marilyn Monroe Tony Curtis Jack Lemmon Billy Wilder Comedy Romance
240,Al Pacino,Robert Duvall,Diane Keaton,Francis Ford Coppola,The Godfather: Part II,Drama Crime,Al Pacino Robert Duvall Diane Keaton Francis Ford Coppola Drama Crime
241,Woody Harrelson,Juliette Lewis,Robert Downey Jr.,Oliver Stone,Natural Born Killers,Crime Thriller Drama,Woody Harrelson Juliette Lewis Robert Downey Jr. Oliver Stone Crime Thriller Drama
242,Al Pacino,Diane Keaton,Andy García,Francis Ford Coppola,The Godfather: Part III,Crime Drama Thriller,Al Pacino Diane Keaton Andy García Francis Ford Coppola Crime Drama Thriller
243,John Cusack,Iben Hjejle,Todd Louiso,Stephen Frears,High Fidelity,Comedy Drama Romance Music,John Cusack Iben Hjejle Todd Louiso Stephen Frears Comedy Drama Romance Music
245,Hugh Grant,Nicholas Hoult,Toni Collette,Chris Weitz Paul Weitz,About a Boy,Drama Comedy Romance,Hugh Grant Nicholas Hoult Toni Collette Chris Weitz Paul Weitz Drama Comedy Romance
246,Takeshi Kitano,Tadanobu Asano,Michiyo Ohkusu,Takeshi Kitano,座頭市,Adventure Drama Action,Takeshi Kitano Tadanobu Asano Michiyo Ohkusu Takeshi Kitano Adventure Drama Action
247,Sterling Hayden,Coleen Gray,Vince Edwards,Stanley Kubrick,The Killing,Drama Action Thriller Crime,Sterling Hayden Coleen Gray Vince Edwards Stanley Kubrick Drama Action Thriller Crime
248,Glenn Ford,Bette Davis,Hope Lange,Frank Capra,Pocketful of Miracles,Comedy Drama,Glenn Ford Bette Davis Hope Lange Frank Capra Comedy Drama
249,Kathleen Turner,Michael Douglas,Danny DeVito,Danny DeVito,The War of the Roses,Comedy Drama Thriller,Kathleen Turner Michael Douglas Danny DeVito Danny DeVito Comedy Drama Thriller
250,Dejan Čukić,Kim Bodnia,Brian Patterson,Lasse Spang Olsen,I Kina spiser de hunde,Action Comedy Crime,Dejan Čukić Kim Bodnia Brian Patterson Lasse Spang Olsen Action Comedy Crime
251,Patrick Swayze,Demi Moore,Whoopi Goldberg,Jerry Zucker,Ghost,Fantasy Drama Thriller Mystery Romance,Patrick Swayze Demi Moore Whoopi Goldberg Jerry Zucker Fantasy Drama Thriller Mystery Romance
252,Gene Wilder,Jack Albertson,Peter Ostrum,Mel Stuart,Willy Wonka & the Chocolate Factory,Family Fantasy,Gene Wilder Jack Albertson Peter Ostrum Mel Stuart Family Fantasy
253,Roger Moore,Yaphet Kotto,Jane Seymour,Guy Hamilton,Live and Let Die,Adventure Action Thriller,Roger Moore Yaphet Kotto Jane Seymour Guy Hamilton Adventure Action Thriller
255,Jean-Pierre Léaud,Claude Jade,Delphine Seyrig,François Truffaut,Baisers volés,Comedy Drama Romance,Jean-Pierre Léaud Claude Jade Delphine Seyrig François Truffaut Comedy Drama Romance
256,Jean-Pierre Léaud,Marie-France Pisier,Rosy Varte,François Truffaut,Antoine et Colette,Drama,Jean-Pierre Léaud Marie-France Pisier Rosy Varte François Truffaut Drama
258,Jean-Pierre Léaud,Claude Jade,Daniel Ceccaldi,François Truffaut,Domicile Conjugal,Comedy Drama Romance,Jean-Pierre Léaud Claude Jade Daniel Ceccaldi François Truffaut Comedy Drama Romance
259,Jean-Pierre Léaud,Marie-France Pisier,Claude Jade,François Truffaut,L'amour en fuite,Comedy Drama Romance,Jean-Pierre Léaud Marie-France Pisier Claude Jade François Truffaut Comedy Drama Romance
261,Elizabeth Taylor,Paul Newman,Burl Ives,Richard Brooks,Cat on a Hot Tin Roof,Drama Romance,Elizabeth Taylor Paul Newman Burl Ives Richard Brooks Drama Romance
262,Robert De Niro,Jerry Lewis,Diahnne Abbott,Martin Scorsese,The King of Comedy,Comedy Drama,Robert De Niro Jerry Lewis Diahnne Abbott Martin Scorsese Comedy Drama
265,Hanna Schygulla,Giancarlo Giannini,Christine Kaufmann,Rainer Werner Fassbinder,Lili Marleen,War Drama Romance,Hanna Schygulla Giancarlo Giannini Christine Kaufmann Rainer Werner Fassbinder War Drama Romance
266,Brigitte Bardot,Michel Piccoli,Jack Palance,Jean-Luc Godard,Le Mépris,Drama,Brigitte Bardot Michel Piccoli Jack Palance Jean-Luc Godard Drama
267,Liberto Rabal,Francesca Neri,Javier Bardem,Pedro Almodóvar,Carne trémula,Drama Romance Thriller,Liberto Rabal Francesca Neri Javier Bardem Pedro Almodóvar Drama Romance Thriller
269,Jean-Paul Belmondo,Jean Seberg,Daniel Boulanger,Jean-Luc Godard,À bout de souffle,Drama Crime,Jean-Paul Belmondo Jean Seberg Daniel Boulanger Jean-Luc Godard Drama Crime
271,Hanna Zetterberg,Dan Håfström,Börje Ahlstedt,Tage Danielsson,Ronja Rövardotter,Adventure Drama Fantasy Family,Hanna Zetterberg Dan Håfström Börje Ahlstedt Tage Danielsson Adventure Drama Fantasy Family
272,Christian Bale,Michael Caine,Liam Neeson,Christopher Nolan,Batman Begins,Action Crime Drama,Christian Bale Michael Caine Liam Neeson Christopher Nolan Action Crime Drama
273,Daniel Brühl,Patrick Joswig,Katharina Schüttler,Hans Weingartner,Das weisse Rauschen,Drama,Daniel Brühl Patrick Joswig Katharina Schüttler Hans Weingartner Drama
274,Jodie Foster,Anthony Hopkins,Scott Glenn,Jonathan Demme,The Silence of the Lambs,Crime Drama Thriller,Jodie Foster Anthony Hopkins Scott Glenn Jonathan Demme Crime Drama Thriller
275,William H. Macy,Frances McDormand,Steve Buscemi,Joel Coen,Fargo,Crime Drama Thriller,William H. Macy Frances McDormand Steve Buscemi Joel Coen Crime Drama Thriller
276,Daniel Brühl,Julia Jentsch,Stipe Erceg,Hans Weingartner,Die fetten Jahre sind vorbei,Drama Comedy,Daniel Brühl Julia Jentsch Stipe Erceg Hans Weingartner Drama Comedy
277,Kate Beckinsale,Scott Speedman,Michael Sheen,Len Wiseman,Underworld,Fantasy Action Thriller,Kate Beckinsale Scott Speedman Michael Sheen Len Wiseman Fantasy Action Thriller
278,Tim Robbins,Morgan Freeman,Bob Gunton,Frank Darabont,The Shawshank Redemption,Drama Crime,Tim Robbins Morgan Freeman Bob Gunton Frank Darabont Drama Crime
279,F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Miloš Forman,Amadeus,Drama History Music,F. Murray Abraham Tom Hulce Elizabeth Berridge Miloš Forman Drama History Music
280,Arnold Schwarzenegger,Linda Hamilton,Robert Patrick,James Cameron,Terminator 2: Judgment Day,Action Thriller Sci-Fi,Arnold Schwarzenegger Linda Hamilton Robert Patrick James Cameron Action Thriller Sci-Fi
281,Ralph Fiennes,Angela Bassett,Tom Sizemore,Kathryn Bigelow,Strange Days,Crime Drama Sci-Fi Thriller,Ralph Fiennes Angela Bassett Tom Sizemore Kathryn Bigelow Crime Drama Sci-Fi Thriller
284,Jack Lemmon,Shirley MacLaine,Fred MacMurray,Billy Wilder,The Apartment,Comedy Drama Romance,Jack Lemmon Shirley MacLaine Fred MacMurray Billy Wilder Comedy Drama Romance
285,Johnny Depp,Orlando Bloom,Keira Knightley,Gore Verbinski,Pirates of the Caribbean: At World's End,Adventure Fantasy Action,Johnny Depp Orlando Bloom Keira Knightley Gore Verbinski Adventure Fantasy Action
286,Jens Lehmann,Arne Friedrich,Philipp Lahm,Sönke Wortmann,Deutschland. Ein Sommermärchen,Documentary,Jens Lehmann Arne Friedrich Philipp Lahm Sönke Wortmann Documentary
287,Kevin Costner,Susan Sarandon,Tim Robbins,Ron Shelton,Bull Durham,Comedy Romance,Kevin Costner Susan Sarandon Tim Robbins Ron Shelton Comedy Romance
288,Gary Cooper,Grace Kelly,Thomas Mitchell,Fred Zinnemann,High Noon,Western,Gary Cooper Grace Kelly Thomas Mitchell Fred Zinnemann Western
289,Humphrey Bogart,Ingrid Bergman,Paul Henreid,Michael Curtiz,Casablanca,Drama Romance,Humphrey Bogart Ingrid Bergman Paul Henreid Michael Curtiz Drama Romance
290,John Turturro,John Goodman,Judy Davis,Joel Coen,Barton Fink,Comedy Drama,John Turturro John Goodman Judy Davis Joel Coen Comedy Drama
291,Jeff Clark,Darrick Doerner,Laird Hamilton,Stacy Peralta,Riding Giants,Documentary,Jeff Clark Darrick Doerner Laird Hamilton Stacy Peralta Documentary
292,Dave Chappelle,Erykah Badu,Common,Michel Gondry,Dave Chappelle's Block Party,Comedy Documentary Music,Dave Chappelle Erykah Badu Common Michel Gondry Comedy Documentary Music
293,Brad Pitt,Craig Sheffer,Tom Skerritt,Robert Redford,A River Runs Through It,Drama,Brad Pitt Craig Sheffer Tom Skerritt Robert Redford Drama
294,Helen Shaver,Patricia Charbonneau,Audra Lindley,Donna Deitch,Desert Hearts,Drama Romance,Helen Shaver Patricia Charbonneau Audra Lindley Donna Deitch Drama Romance
296,Arnold Schwarzenegger,Nick Stahl,Claire Danes,Jonathan Mostow,Terminator 3: Rise of the Machines,Action Thriller Sci-Fi,Arnold Schwarzenegger Nick Stahl Claire Danes Jonathan Mostow Action Thriller Sci-Fi
297,Brad Pitt,Anthony Hopkins,Claire Forlani,Martin Brest,Meet Joe Black,Fantasy Drama Mystery,Brad Pitt Anthony Hopkins Claire Forlani Martin Brest Fantasy Drama Mystery
298,George Clooney,Brad Pitt,Matt Damon,Steven Soderbergh,Ocean's Thirteen,Crime Thriller,George Clooney Brad Pitt Matt Damon Steven Soderbergh Crime Thriller
299,Frank Sinatra,Dean Martin,Peter Lawford,Lewis Milestone,Ocean's Eleven,Thriller Music Comedy Crime,Frank Sinatra Dean Martin Peter Lawford Lewis Milestone Thriller Music Comedy Crime
300,Gael García Bernal,Charlotte Gainsbourg,Miou-Miou,Michel Gondry,La science des rêves,Comedy Drama Fantasy,Gael García Bernal Charlotte Gainsbourg Miou-Miou Michel Gondry Comedy Drama Fantasy
301,John Wayne,Dean Martin,Ricky Nelson,Howard Hawks,Rio Bravo,Western,John Wayne Dean Martin Ricky Nelson Howard Hawks Western
302,Charlotte Rampling,Ludivine Sagnier,Charles Dance,François Ozon,Swimming Pool,Thriller Crime,Charlotte Rampling Ludivine Sagnier Charles Dance François Ozon Thriller Crime
306,Eddie Murphy,Judge Reinhold,Héctor Elizondo,John Landis,Beverly Hills Cop III,Action Comedy Crime,Eddie Murphy Judge Reinhold Héctor Elizondo John Landis Action Comedy Crime
307,Aldo Fabrizi,Anna Magnani,Marcello Pagliero,Roberto Rossellini,Roma città aperta,Drama History,Aldo Fabrizi Anna Magnani Marcello Pagliero Roberto Rossellini Drama History
308,Bill Murray,Julie Delpy,Sharon Stone,Jim Jarmusch,Broken Flowers,Comedy Drama Mystery Romance,Bill Murray Julie Delpy Sharon Stone Jim Jarmusch Comedy Drama Mystery Romance
309,Ulrich Thomsen,Henning Moritzen,Thomas Bo Larsen,Thomas Vinterberg,Festen,Drama,Ulrich Thomsen Henning Moritzen Thomas Bo Larsen Thomas Vinterberg Drama
310,Jim Carrey,Jennifer Aniston,Philip Baker Hall,Tom Shadyac,Bruce Almighty,Fantasy Comedy,Jim Carrey Jennifer Aniston Philip Baker Hall Tom Shadyac Fantasy Comedy
311,Robert De Niro,James Woods,Elizabeth McGovern,Sergio Leone,Once Upon a Time in America,Drama Crime,Robert De Niro James Woods Elizabeth McGovern Sergio Leone Drama Crime
312,Sylvie Testud,Tatjana Trieb,Howie Seago,Caroline Link,Jenseits der Stille,Drama,Sylvie Testud Tatjana Trieb Howie Seago Caroline Link Drama
313,Alan Rickman,Sigourney Weaver,Carrie-Anne Moss,Marc Evans,Snow Cake,Romance Drama,Alan Rickman Sigourney Weaver Carrie-Anne Moss Marc Evans Romance Drama
314,Halle Berry,Benjamin Bratt,Sharon Stone,Pitof,Catwoman,Action Crime,Halle Berry Benjamin Bratt Sharon Stone Pitof Action Crime
315,Tura Satana,Haji,Lori Williams,Russ Meyer,"Faster, Pussycat! Kill! Kill!",Action Crime,Tura Satana Haji Lori Williams Russ Meyer Action Crime
316,Steffi Kühnert,Gabriela Maria Schmeide,Thorsten Merten,Andreas Dresen,Halbe Treppe,Comedy Drama,Steffi Kühnert Gabriela Maria Schmeide Thorsten Merten Andreas Dresen Comedy Drama
317,Mirjana Karanović,Luna Mijovic,Leon Lučev,Jasmila Zbanic,Grbavica,Drama History,Mirjana Karanović Luna Mijovic Leon Lučev Jasmila Zbanic Drama History
318,Mel Gibson,Milla Jovovich,Jeremy Davies,Wim Wenders,The Million Dollar Hotel,Drama Thriller,Mel Gibson Milla Jovovich Jeremy Davies Wim Wenders Drama Thriller
319,Christian Slater,Patricia Arquette,Michael Rapaport,Tony Scott,True Romance,Action Thriller Crime Romance,Christian Slater Patricia Arquette Michael Rapaport Tony Scott Action Thriller Crime Romance
321,Luke Kirby,Ginette Reno,Paul Sorvino,Émile Gaudreault,Mambo Italiano,Comedy Romance,Luke Kirby Ginette Reno Paul Sorvino Émile Gaudreault Comedy Romance
322,Sean Penn,Tim Robbins,Kevin Bacon,Clint Eastwood,Mystic River,Thriller Crime Drama Mystery,Sean Penn Tim Robbins Kevin Bacon Clint Eastwood Thriller Crime Drama Mystery
326,Samuel L. Jackson,Julianna Margulies,Kenan Thompson,David R. Ellis,Snakes on a Plane,Action Crime Horror Thriller,Samuel L. Jackson Julianna Margulies Kenan Thompson David R. Ellis Action Crime Horror Thriller
327,Takeshi Kitano,Omar Epps,Claude Maki,Takeshi Kitano,Brother,Crime Drama Thriller,Takeshi Kitano Omar Epps Claude Maki Takeshi Kitano Crime Drama Thriller
329,Sam Neill,Laura Dern,Jeff Goldblum,Steven Spielberg,Jurassic Park,Adventure Sci-Fi,Sam Neill Laura Dern Jeff Goldblum Steven Spielberg Adventure Sci-Fi
330,Jeff Goldblum,Julianne Moore,Pete Postlethwaite,Steven Spielberg,The Lost World: Jurassic Park,Adventure Action Sci-Fi,Jeff Goldblum Julianne Moore Pete Postlethwaite Steven Spielberg Adventure Action Sci-Fi
331,Sam Neill,William H. Macy,Téa Leoni,Joe Johnston,Jurassic Park III,Adventure Action Thriller Sci-Fi,Sam Neill William H. Macy Téa Leoni Joe Johnston Adventure Action Thriller Sci-Fi
332,Matthew Broderick,Rupert Everett,Joely Fisher,David Kellogg,Inspector Gadget,Action Adventure Comedy Family,Matthew Broderick Rupert Everett Joely Fisher David Kellogg Action Adventure Comedy Family
333,Rahul Khanna,Lisa Ray,Moushumi Chatterjee,Deepa Mehta,Bollywood/Hollywood,Comedy Drama Music Romance,Rahul Khanna Lisa Ray Moushumi Chatterjee Deepa Mehta Comedy Drama Music Romance
334,Julianne Moore,William H. Macy,John C. Reilly,Paul Thomas Anderson,Magnolia,Drama,Julianne Moore William H. Macy John C. Reilly Paul Thomas Anderson Drama
